Radiation_Level,Shielding_Thickness,Temperature,Orbit_Altitude,Cosmic_Ray_Flux,Anomaly_Frequency,Impact_Severity
785.3585698,10.91547498,-74.78222188,36890.88185,268.0061132,81,Severe_Impact
30.02813747,3.922972233,49.0424569,37251.41014,2413.808034,3,Normal
188.0142389,11.5186711,-33.65014438,20027.29686,2263.034465,61,Mild_Impact
502.5883478,7.596416537,-14.33551814,17589.08299,9922.540332,52,Mild_Impact
128.4487,2.152961455,57.76388458,34926.16956,1905.358698,2,Normal
301.3964862,1.374039973,35.44851355,3722.542358,1166.303753,48,Mild_Impact
40.71467316,6.308503949,-84.89464282,16045.95219,785.6582505,9,Normal
338.1042804,19.54369929,61.8048559,19281.31956,9561.777656,28,Severe_Impact
287.8608202,6.548392264,37.46654808,9585.382992,426.6209713,46,Mild_Impact
30.39596054,3.40519257,64.30643681,36910.71665,326.062295,34,Severe_Impact
186.1864449,15.02680382,62.13344526,33182.50361,186.7654474,22,Normal
532.1181742,2.123998737,-15.60637823,13464.96094,4471.091083,2,Mild_Impact
251.8081679,19.67431737,-52.7247374,17349.83261,10342.61064,32,Mild_Impact
61.97546734,14.26391847,-24.82106661,15828.56068,7723.42478,30,Severe_Impact
544.6300562,7.753548717,-7.239242742,9532.371892,16054.27528,45,Severe_Impact
237.8155074,14.11498807,26.99487009,35499.89188,897.48428,22,Normal
573.9285623,8.928128155,122.7188951,9766.671222,9599.866762,31,Mild_Impact
265.4741926,18.68279833,-5.833418282,14470.68379,11579.79327,20,Mild_Impact
295.9312192,13.46838247,-1.638925849,5396.742361,1631.736902,3,Mild_Impact
285.705329,9.238231634,33.66422787,11932.89935,9499.59562,7,Mild_Impact
144.9557171,10.40756928,7.919860301,22654.7435,15704.42522,56,Severe_Impact
746.9454732,6.148729644,81.3765729,4560.188175,10497.78369,81,Severe_Impact
92.0110585,9.682111354,-85.69163907,32147.47526,4929.27113,16,Normal
200.6108023,17.34059212,15.49311542,20379.48724,4682.810716,7,Normal
67.38464258,2.737304556,32.3143743,23278.954,16539.94939,71,Severe_Impact
183.9261928,17.96793997,89.77164113,11498.96549,13856.55123,69,Severe_Impact
38.5818502,13.53546722,134.4290484,17998.11809,8069.34673,13,Severe_Impact
487.434803,19.28722127,37.64491342,19738.18701,4138.74335,51,Severe_Impact
263.8022582,10.89991555,127.6425851,27870.7169,9943.414784,54,Severe_Impact
664.4319066,9.121655221,-99.9243215,1739.450948,14535.31192,8,Severe_Impact
818.8169432,16.65229007,-36.13166219,3344.63966,16186.73472,42,Severe_Impact
460.0136687,17.57273621,107.1469074,30764.24041,10432.44194,63,Mild_Impact
860.2454542,8.836299513,146.1361075,9001.673312,19027.41334,78,Severe_Impact
478.7849434,3.059406429,-80.42136192,9459.613815,11184.76588,58,Mild_Impact
94.43178829,17.92958916,125.3751567,24875.21575,5095.053111,62,Mild_Impact
304.9413006,19.63166808,56.27261548,6997.8094,8363.166184,2,Mild_Impact
429.8324052,11.06925382,117.0455896,26731.05452,5605.485812,19,Mild_Impact
194.120461,5.435898483,42.41823497,21055.40641,1431.067489,8,Normal
280.7276596,3.446403741,51.71327729,32247.13859,6101.584241,20,Mild_Impact
7.196067398,7.21306035,-29.69618605,7681.254164,8034.49791,47,Severe_Impact
63.88935772,12.04486986,-15.88111173,21977.71899,9113.929226,74,Severe_Impact
40.4545952,19.19695735,88.73603255,27287.09544,2579.070785,19,Normal
262.2417228,3.211961876,104.9149197,33168.41982,3381.235954,17,Severe_Impact
380.238561,12.88315533,128.2827613,13875.71338,5061.80692,66,Severe_Impact
32.95617882,14.35328517,54.65337096,26554.14896,6583.540734,45,Mild_Impact
198.1455545,5.137078052,18.83381225,4943.665813,1269.180144,2,Normal
546.2273752,7.090507617,-74.90552937,5471.167502,12330.76102,28,Mild_Impact
910.874291,1.205035738,90.34159308,21172.66642,11379.57038,0,Severe_Impact
57.0422516,2.070885729,137.2593149,39817.52639,4788.000611,23,Normal
953.800791,16.06654572,7.306206627,39143.21983,14043.00245,1,Severe_Impact
918.4032932,5.42587875,-19.23898528,25719.34502,13648.77487,45,Severe_Impact
168.895429,2.065297609,97.5656283,2148.831865,3285.23832,12,Normal
93.8166167,12.088171,-59.78856766,12588.54174,16320.2825,62,Severe_Impact
144.0268451,6.877316847,9.232974947,36185.32692,1033.729102,12,Normal
72.59584025,14.50746973,75.10631199,6483.777564,176.5957556,22,Normal
57.3652012,1.988151366,97.88450328,16320.03678,3379.911999,11,Normal
217.1796728,7.899531649,102.3424395,17917.16056,133.2963419,47,Severe_Impact
463.9579626,2.346651314,52.21950944,15171.25092,9133.082902,27,Mild_Impact
468.9494908,15.00683189,45.15849391,13668.8923,17434.44397,45,Severe_Impact
102.9800284,17.88201445,-39.05763007,18222.96455,636.891061,1,Normal
236.6349497,2.605762156,-83.32920451,19296.13312,1561.255745,9,Mild_Impact
238.151132,6.492375514,-42.18884683,2665.712017,11526.29269,11,Mild_Impact
859.2171882,2.68374551,104.7071158,27801.89217,3427.8606,35,Severe_Impact
514.2179606,13.95127238,-88.5743032,3545.494227,11015.04614,27,Severe_Impact
911.6193132,8.407993562,6.3682351,31506.35599,4372.08733,18,Severe_Impact
971.5473464,6.551343683,124.0169481,11868.28029,13652.43167,71,Severe_Impact
21.25354248,1.42411126,76.34459414,1880.323829,4995.741754,29,Mild_Impact
282.3100938,4.872534808,-30.95107128,7620.284024,2632.003378,45,Severe_Impact
487.6100866,9.343778788,111.6533107,29951.68492,412.1067356,5,Severe_Impact
88.20049125,13.73689509,95.3247123,20875.284,1834.318261,11,Normal
224.1921533,15.72953844,59.07974732,39978.50475,8373.506744,23,Mild_Impact
85.53489152,12.91689545,17.11741917,35772.2662,3605.243276,54,Severe_Impact
334.2322502,2.898037905,54.96052155,35993.4356,16463.45545,47,Severe_Impact
263.5684112,16.08269168,-10.22761588,14314.43339,1672.84081,9,Mild_Impact
119.5224411,14.74922492,119.9937083,31235.43736,9968.111287,29,Mild_Impact
81.55860718,15.61123027,57.74327859,6781.667793,7573.131878,61,Severe_Impact
979.8180312,1.005954443,76.40941293,37191.05288,19937.56852,56,Severe_Impact
434.6897173,16.8848474,122.6932607,35132.97578,12655.8763,0,Mild_Impact
74.57714453,17.66767622,68.08083982,20225.88289,1451.108361,32,Mild_Impact
8.451984576,10.11065953,137.5571952,1931.762075,12008.95567,45,Mild_Impact
49.31469122,6.510613072,-82.38750039,5133.567451,2015.256587,15,Normal
797.3920164,12.95758207,-11.94310879,15255.1819,2645.496252,27,Severe_Impact
491.5401916,3.641910627,-1.112629777,34017.31227,11204.42868,49,Severe_Impact
134.6767602,4.677708975,35.24022172,18040.45638,1335.948007,19,Normal
189.6946813,14.90945909,-79.76561058,13304.19212,4197.450743,4,Normal
279.300266,6.221102131,40.30909456,33188.85017,3153.255177,39,Mild_Impact
176.5190877,7.819391064,60.6853539,18971.92685,647.5171445,2,Normal
12.44561904,4.857004254,-0.381313536,10160.86742,4094.579436,18,Normal
386.3669762,8.004693935,76.16137119,17359.04422,9374.827826,17,Severe_Impact
196.5349012,3.235839138,60.2487522,6609.551998,5338.680257,24,Mild_Impact
39.28547094,12.1918611,142.9110452,11201.98854,10230.73278,9,Mild_Impact
489.8241131,17.36483763,147.6729376,23493.16303,10107.43218,20,Mild_Impact
441.8702378,11.89165343,37.65646636,1036.672626,13627.72618,25,Severe_Impact
325.8445123,4.273643993,110.8118622,12775.60416,11569.61895,20,Mild_Impact
146.6757661,6.185954549,62.53610774,16696.98837,3599.466316,24,Mild_Impact
384.6427421,4.376142303,56.0369357,19497.5787,9448.520353,42,Mild_Impact
674.228626,2.616174599,102.982329,11437.37828,13333.13749,79,Severe_Impact
103.5037935,6.665989859,128.672271,15446.1622,11858.04602,20,Mild_Impact
19.16631214,5.59266997,-93.2922556,6944.774112,2484.238849,17,Normal
99.6150896,11.10886725,92.38731327,3958.181488,2448.109028,7,Normal
14.52259061,16.41218838,77.86097561,22177.15824,17033.22517,51,Severe_Impact
605.8706986,7.954674612,32.30593702,27617.66898,8564.892278,39,Severe_Impact
213.3486831,4.131414951,72.66483148,5224.760583,3043.679097,6,Normal
94.30031195,5.703784601,128.4235779,13799.75293,91.062941,23,Normal
31.03721576,18.21961163,-96.20787759,3540.198573,880.740978,0,Normal
990.2145108,8.61614073,-51.14509369,25542.86799,11928.44301,17,Severe_Impact
175.6339666,2.172315661,-58.7814139,6379.541995,4067.179192,21,Normal
407.3692345,10.19695701,-61.29507554,14213.15212,4009.602983,45,Mild_Impact
733.5490952,13.8289669,-99.38180338,32055.03385,28.00136318,54,Severe_Impact
199.2819805,5.844456118,-46.70095831,23114.82107,4793.44323,18,Normal
363.4920746,15.74366897,104.453159,15198.32763,10359.30633,62,Mild_Impact
79.2917399,19.62067364,138.217285,38762.41552,306.5178577,9,Normal
303.2709439,1.87214391,-5.407525325,24821.63618,8638.453088,50,Mild_Impact
865.4862366,2.605850696,46.82701143,4823.573255,15998.10147,45,Severe_Impact
11.92330653,16.53893913,98.29991784,18278.85802,4120.479726,42,Severe_Impact
512.2508855,14.60508438,100.1764962,13878.84834,11789.69772,3,Mild_Impact
134.2728094,7.942506583,53.3514911,3290.497225,6541.108725,9,Mild_Impact
521.7058916,10.42753066,-72.33495039,10247.99908,5729.327,10,Severe_Impact
966.5272942,5.414018646,136.554479,27653.08043,7791.290696,28,Severe_Impact
580.539457,14.65164331,16.01159808,38238.41612,10889.63312,34,Severe_Impact
354.1084656,3.312591758,56.36678501,24252.69669,2750.870522,39,Severe_Impact
236.049791,10.21971381,-26.52266342,25419.82379,8551.092648,5,Mild_Impact
78.7899703,17.79968054,-90.45304712,11843.48398,382.5309461,5,Normal
458.9684279,11.60145836,-26.08493971,965.2092957,3843.70636,50,Mild_Impact
259.3473224,14.79971805,-41.0481221,22629.10789,6995.219234,52,Severe_Impact
36.20964731,8.191244477,-13.71420823,35852.09846,11892.43666,32,Mild_Impact
106.5348032,10.87824452,91.7430189,29183.99583,4741.520319,12,Normal
265.5523284,16.854675,30.87631018,30077.63538,8140.475464,54,Severe_Impact
18.87909839,4.68966148,136.2806243,36987.9295,4293.339072,18,Normal
229.0558528,8.989692529,108.3073566,9947.537502,1466.918271,73,Severe_Impact
157.7679087,19.45072559,57.34318505,35944.95986,1227.589922,12,Normal
947.4881962,15.3883937,-42.37348208,36924.30906,1471.518563,1,Severe_Impact
41.25102168,11.50735854,26.79441874,2834.748518,1195.447377,18,Normal
29.17474269,5.34108553,-99.81688475,32360.91643,1844.244722,23,Normal
984.6919434,13.53424367,-9.499599662,6696.056072,19413.71726,11,Severe_Impact
107.7190655,8.312966762,149.7722552,11564.0245,149.3909114,2,Normal
99.59186567,8.670214591,4.996632032,14421.36299,723.8207409,14,Mild_Impact
954.0263098,17.39582689,124.3677103,3121.962575,13941.40697,35,Severe_Impact
113.2636213,17.15401191,-23.21277996,35909.85104,9461.323351,2,Mild_Impact
10.65636675,3.395446677,3.37393156,24808.49367,10486.17435,5,Severe_Impact
231.9602585,19.99431594,59.23423223,8350.185993,2451.411217,24,Normal
76.9446826,7.417012293,-30.59981918,1356.23987,10220.93554,58,Mild_Impact
551.60391,6.369441666,105.4453495,11827.43638,11277.56182,81,Severe_Impact
27.67189693,11.81579444,119.3472643,25505.08321,3292.632048,7,Normal
199.9741832,6.71401405,46.99730964,9305.60102,1478.904413,22,Normal
489.2099128,16.41857118,-89.0465762,13140.00632,7203.072258,64,Severe_Impact
113.4517637,4.045799683,-48.40380444,17613.09595,1959.644407,15,Normal
648.504635,15.1392042,-1.93764145,4878.724244,10715.80925,76,Severe_Impact
106.3618646,11.17408391,-61.48108378,34032.93735,614.3856125,24,Normal
21.45911674,15.42524175,98.81195908,36420.33899,2751.537984,17,Normal
394.0881713,6.415031211,-41.64055092,1483.316694,9995.122779,49,Mild_Impact
556.9292243,9.393130455,-27.58207179,35042.44636,11058.50974,41,Mild_Impact
556.8666959,1.417818077,72.9153996,22068.15876,1920.492438,5,Mild_Impact
159.7003102,2.773859043,85.56918885,28299.58734,9481.28159,10,Mild_Impact
351.7706246,13.66243956,95.47686618,27016.81374,16396.25923,8,Severe_Impact
257.0917588,8.769860568,-18.63011359,25525.91183,2557.476784,23,Severe_Impact
152.9796937,14.84707824,-89.67138727,17040.5934,428.7020397,22,Normal
463.3031658,13.5967247,119.1162566,19029.9665,6308.670488,59,Severe_Impact
218.9484978,3.473165217,114.294326,35633.51804,4152.836401,0,Normal
217.7539351,5.798431926,102.8217733,24698.50468,96.5157855,19,Normal
95.84339418,15.85380464,50.47451029,38313.66859,331.1781747,46,Mild_Impact
27.94511772,4.411860161,118.2516088,34066.69292,1592.730346,3,Mild_Impact
35.1293844,7.824356944,80.52859961,4377.840074,3172.627288,28,Severe_Impact
45.42982168,3.589517776,116.3910365,7867.068598,9935.66873,7,Mild_Impact
640.649938,16.12791299,5.165001282,25595.97229,2647.652908,54,Severe_Impact
310.7295022,12.22270825,148.0223744,23728.91036,8907.196562,54,Mild_Impact
103.8962556,2.963198901,-88.73881624,32888.08333,2666.355538,0,Normal
837.2939944,8.721026544,108.0064709,7865.507203,8981.38416,32,Severe_Impact
455.1363952,19.47334028,-69.06267844,2608.063119,1778.077687,36,Mild_Impact
387.2237028,18.78066735,-26.73592925,23243.34773,11314.40746,57,Severe_Impact
504.1912694,15.83222941,112.5863234,37795.62888,9911.05779,9,Mild_Impact
225.0331621,18.39409175,15.37124785,16050.29659,6188.137879,31,Mild_Impact
128.6698952,3.328951756,15.58977611,2412.772087,4717.478311,19,Normal
578.9146728,8.916484446,26.60222582,23789.5115,12725.10341,57,Severe_Impact
212.6753548,4.642538777,93.46319524,37525.85406,12370.13578,14,Mild_Impact
139.9465279,9.251894074,81.50414277,28410.93669,4431.302853,8,Normal
65.65000115,4.735056696,139.6927411,10007.97968,3411.680559,1,Normal
151.4380513,8.944251427,111.9505741,21789.68723,12726.6777,62,Severe_Impact
130.0869134,8.319359654,-98.87020585,5911.573285,950.553159,15,Normal
4.569983326,3.734021296,88.08481929,1497.568596,1772.1333,4,Normal
78.58479195,16.64573422,131.1554357,33677.61641,4751.478474,15,Normal
729.0425546,7.405678975,40.77581326,10082.4223,14683.88535,52,Severe_Impact
894.6598778,4.289378823,89.4707118,13077.55662,16042.49876,23,Severe_Impact
208.7597074,18.19194431,9.854721443,37953.75033,3660.516176,11,Normal
142.0313214,16.9297354,-5.881392476,25968.37098,2108.665298,20,Normal
456.4547646,14.2907709,-30.94750436,1802.730324,7571.49069,3,Mild_Impact
290.8911462,4.30742435,-14.90830649,10818.49569,5144.792848,10,Severe_Impact
113.6504275,17.85285923,-72.37412924,33855.67031,10835.91281,42,Mild_Impact
178.8769936,15.53779484,108.2699441,23814.92608,2268.817748,20,Normal
137.1444172,13.77528859,128.6772556,39961.68724,6124.231554,3,Mild_Impact
35.90797527,5.53133813,-47.88467185,17819.3062,726.264006,6,Normal
861.51796,17.31494954,144.9246941,34178.38658,18358.27892,8,Severe_Impact
263.5627813,17.57071273,-13.4677856,25625.59282,10911.55041,2,Mild_Impact
237.4232588,14.03359556,19.3172683,22690.47016,1228.387346,15,Severe_Impact
68.3343134,8.937319621,10.09819997,5285.336275,4620.962832,18,Normal
977.074969,10.30813103,-60.57739863,17070.67689,10255.06127,5,Severe_Impact
527.741147,19.6846893,-25.50058865,35886.53264,15399.21939,32,Severe_Impact
116.9939875,10.84643201,98.46026872,22142.1205,4092.450885,22,Normal
874.2002296,15.74690943,9.468759465,27556.13464,13326.00314,40,Severe_Impact
522.8577709,7.06396041,-96.67916083,33260.43641,6609.372647,59,Mild_Impact
400.388235,11.45597006,-64.82036515,35597.8542,995.6039206,59,Mild_Impact
418.334867,14.83436742,137.2780127,5481.986278,1926.306012,47,Severe_Impact
204.8252728,3.590387582,58.00030408,28133.36207,8.72068971,6,Normal
37.56066329,5.365047129,56.34264047,6193.936594,8335.241292,3,Mild_Impact
434.0367048,11.33083339,-54.63591252,38527.34133,999.6232856,40,Severe_Impact
84.1676133,12.25212381,105.0110975,4909.662198,3004.498953,18,Normal
44.50435992,13.70332287,143.7722543,20752.31003,1789.259468,1,Normal
596.9285522,7.084871791,-77.05802597,2050.839629,11375.77091,24,Mild_Impact
331.7261188,13.09520964,-58.25911721,37648.5418,12308.33736,35,Mild_Impact
12.46231988,10.90161419,-15.88636531,39239.78541,2095.116447,3,Normal
329.0630582,4.606061615,40.91353483,34362.38848,7317.896355,20,Mild_Impact
56.85751775,10.38251076,-83.96724178,21276.38254,1005.106206,16,Normal
137.5595738,8.664204249,124.4507142,25062.65496,603.7471915,3,Normal
570.8050901,16.88648983,-52.18760177,25325.80277,3186.952419,22,Mild_Impact
594.37882,8.136657391,87.15350608,12416.44089,18680.00043,34,Severe_Impact
259.3074272,4.224695397,-34.68549308,36025.86959,1035.02765,45,Mild_Impact
65.94273305,19.28489619,122.4478308,28714.29054,351.2715001,14,Normal
382.3943953,7.242085284,-33.72316704,22105.04623,3771.611587,11,Mild_Impact
246.6705137,11.40402373,99.93258273,11278.2529,4589.060577,4,Normal
838.9459922,5.541158516,16.57025012,7381.448754,7359.707476,73,Severe_Impact
424.2346546,11.9112397,-21.9032055,32283.61496,3229.059808,2,Mild_Impact
217.476211,8.703221036,38.98480775,30889.94397,579.33511,21,Normal
323.1707456,8.414534289,-57.18600931,21966.99107,12666.84703,28,Severe_Impact
747.7895932,5.175917952,-7.572869829,34941.89581,16999.78353,51,Severe_Impact
221.9222155,9.667381618,-98.12725074,17637.97993,200.5802395,14,Normal
148.2191807,16.88775361,28.09298778,22571.51324,335.0520854,12,Normal
320.0310252,13.79387508,-65.91802897,5844.312893,1864.140964,10,Severe_Impact
536.9885522,3.699688115,49.90085038,24629.55975,10032.64641,36,Mild_Impact
154.1698632,7.78790961,148.4825406,10262.24931,15497.31528,42,Severe_Impact
231.2960729,5.188249222,110.870043,5518.002559,11595.62701,50,Mild_Impact
143.2825577,13.1721715,-44.66907967,37796.11126,3879.082423,22,Normal
273.0418016,12.16804985,41.53942297,19656.72161,443.323783,76,Severe_Impact
244.1827767,19.46639802,-92.97406293,27576.95527,1720.857651,24,Normal
430.8678739,6.862516752,-3.322663628,36886.83104,5680.829593,31,Mild_Impact
193.5296572,19.71872546,-42.25689379,34173.99298,9924.365732,1,Mild_Impact
100.420645,18.12087749,-44.59414458,5816.86021,2568.135803,7,Normal
160.5378871,1.27796449,-95.37577239,35809.14577,484.0300951,62,Mild_Impact
223.990647,18.8090317,80.85740349,13041.52532,12259.42029,50,Mild_Impact
72.6559697,14.0121515,-43.91922258,35882.50577,2613.32843,1,Normal
802.2511728,18.34519863,8.305986472,25567.33789,1669.988695,62,Severe_Impact
170.9058506,16.1453214,30.93974018,16754.05017,849.5158845,5,Normal
229.2508844,5.837250069,-32.18280851,36166.38505,659.9253015,21,Normal
194.4198525,13.25968071,35.56908233,30721.46424,3288.013925,16,Normal
17.1096101,14.23093314,-30.89970008,27098.60713,706.427804,16,Normal
44.58714839,15.43269651,149.3191765,36365.51028,6233.159968,14,Mild_Impact
154.5593626,11.6100008,-99.54295956,25945.16767,1075.20702,3,Normal
154.4710473,19.02807852,78.28064042,38384.31652,3023.260188,10,Normal
136.7258027,15.92218269,84.87232359,3514.687303,57.06935805,11,Normal
189.2539183,15.60422453,42.063561,16053.7434,5025.800402,46,Mild_Impact
98.48739564,4.106337839,-92.49340426,26824.92163,3338.270394,27,Mild_Impact
483.8124828,18.90195615,130.6550133,21299.4966,10455.06631,52,Mild_Impact
193.6138452,5.60370113,114.9937411,433.2553018,18090.17082,57,Severe_Impact
119.0632013,13.63548563,45.17978969,31489.96739,1442.628398,2,Normal
256.6158698,15.67153658,143.8599645,7081.994332,6215.175618,61,Severe_Impact
857.7360168,12.49646598,-36.38883353,11047.93263,2944.190402,57,Severe_Impact
962.4363436,8.03530541,144.5351413,15850.35431,11388.59248,6,Severe_Impact
108.6648324,9.57185788,137.1108013,37489.29555,3078.912584,15,Mild_Impact
491.5057064,4.862390747,23.04144074,21511.03084,11949.91874,10,Severe_Impact
13.17889562,14.60025212,89.27022843,39946.6309,2276.473438,3,Normal
47.92624872,14.35091655,-98.2430405,10523.02236,5199.648544,41,Mild_Impact
40.3713973,16.57602157,45.81050559,30330.03122,2308.612769,21,Normal
380.5352014,4.829672798,14.25657016,14322.83294,4545.934349,54,Mild_Impact
456.1365052,11.13278072,115.1784108,22049.83338,2845.101194,49,Severe_Impact
225.4088716,15.58529263,-70.2903662,36049.56452,1523.887504,14,Normal
66.6161067,6.486236437,132.3629289,34273.44051,3288.578063,20,Normal
43.9993998,19.540431,0.697647856,15527.90617,3056.688585,13,Normal
995.913364,3.268899199,144.5024907,38851.6193,19628.93018,73,Severe_Impact
530.7215873,18.32062079,139.3375089,26901.19493,5203.773159,63,Mild_Impact
539.3348186,19.91171266,-56.1467891,7567.307398,1173.36214,44,Severe_Impact
367.230702,17.95553784,143.1474056,15388.2199,1359.958673,11,Severe_Impact
108.0969185,9.082458983,-60.06640392,32201.38945,1797.220972,6,Normal
162.9628357,12.34934896,37.5908621,25291.76917,8674.761969,2,Mild_Impact
338.7762089,2.28250131,-27.37826099,14189.34132,9786.757206,35,Mild_Impact
290.4499314,16.31489653,-25.21592654,21440.17678,11486.89302,23,Severe_Impact
50.18786705,2.210786635,139.4017498,21301.09768,3118.395006,22,Mild_Impact
301.4858296,17.39461851,-94.65373652,27547.94305,7227.11494,23,Severe_Impact
161.7612731,10.50557708,111.6708888,25634.15071,4571.332349,48,Mild_Impact
100.3216835,2.507541529,43.53531224,24503.20465,5830.8811,50,Mild_Impact
5.030130852,6.713097053,-60.73484942,12926.8322,3511.172477,11,Mild_Impact
124.5032837,13.70174169,-31.42682911,31773.79084,4532.466066,9,Normal
729.685133,18.14120552,79.94160985,21324.4476,7440.765554,57,Severe_Impact
171.3130352,3.270254984,84.07540773,19476.64999,795.92065,23,Normal
58.54516213,15.13958308,-98.40255717,9709.510825,4202.381143,41,Mild_Impact
19.87006715,16.13888262,60.71296863,8944.724289,4287.416616,54,Severe_Impact
773.4895526,4.632187429,-35.64518614,32429.67971,15950.93667,22,Severe_Impact
133.3054951,18.23077452,-8.23585476,7294.236937,4791.80678,21,Normal
448.1197141,2.556393327,-21.98964088,33272.62109,4674.875781,41,Mild_Impact
468.4633044,5.416025591,119.8668933,24951.26959,11550.57722,5,Mild_Impact
218.5679719,19.50343752,-98.2157769,29238.24767,4329.77118,12,Normal
649.9697564,11.89614423,93.71793987,5832.895537,15018.76843,15,Severe_Impact
532.5916541,12.67063511,-65.55320466,5151.908264,812.9357415,59,Mild_Impact
202.7849855,4.392452626,88.12226158,31446.77269,1294.024875,0,Mild_Impact
230.2208707,19.28195362,-95.30175009,30267.37951,8854.623939,62,Mild_Impact
282.5282922,17.99955265,22.97922602,24397.23121,1208.329816,66,Severe_Impact
368.4570346,9.244524426,-66.1182722,1957.752013,6161.475447,52,Mild_Impact
209.241258,19.04433837,-59.09607731,5525.350939,2270.481042,62,Severe_Impact
207.735367,3.376184651,145.5630782,38191.87992,1805.575829,21,Normal
100.6953834,9.779982958,101.8645031,16589.84965,4625.833135,7,Normal
888.514059,15.61002482,-39.34527973,34700.87742,6704.983234,17,Severe_Impact
263.0531555,7.386513419,65.55505957,13419.38165,802.7678382,22,Mild_Impact
623.7812062,8.932414401,109.8452327,21241.70092,16497.71795,27,Severe_Impact
409.2462482,19.90431414,45.64526859,6937.460648,7661.917858,39,Severe_Impact
617.1624764,12.48343425,-25.83720633,32790.4959,6217.82201,8,Severe_Impact
15.95254995,8.981454778,-53.13782218,17514.95883,1035.402008,16,Normal
225.0894676,17.1466568,40.10038732,431.943806,3271.940891,12,Normal
173.2982094,3.692359753,86.70696843,13390.03199,4544.406134,10,Normal
56.4221156,14.21316646,72.62372902,34565.44915,1213.896425,18,Normal
574.9511002,13.16353017,-48.6661605,36286.84125,16846.94478,6,Severe_Impact
204.2083492,2.483572667,24.04457557,30214.63104,2607.74451,13,Normal
81.7048801,19.20791899,-71.46156701,12241.41901,1343.232906,2,Normal
260.0698417,14.88716508,134.5587338,8208.142973,11481.10412,35,Mild_Impact
11.63266862,2.837445681,-81.3275565,3775.415504,3445.186563,3,Normal
140.6422959,9.606853132,135.7398731,29322.1483,1222.607335,21,Normal
371.0827582,10.17663553,-63.38550528,24574.18555,748.1195527,20,Mild_Impact
169.1487224,18.97782872,83.04885439,13191.70232,4227.451566,0,Mild_Impact
155.2688843,14.87520794,14.0519704,34765.7026,7410.589472,33,Mild_Impact
274.854302,1.183872523,0.787896894,23931.65586,3698.268842,18,Severe_Impact
430.3406776,1.942045071,91.23244399,38492.82238,3772.85925,42,Mild_Impact
167.5116303,19.36092878,-26.99301228,12603.52509,1519.263889,22,Normal
62.55919225,11.73763916,-56.52514831,37360.17489,4967.610177,42,Mild_Impact
408.5048694,16.26729956,40.51041354,2699.213469,9228.97234,41,Mild_Impact
235.9903613,10.98895159,84.08592816,22722.42329,1673.235425,14,Normal
255.7063042,8.71162973,86.51987921,9124.250015,4863.256812,74,Severe_Impact
241.3695769,11.45696038,130.9692555,38353.85726,4680.193958,1,Normal
119.7593176,3.936793385,-90.35024708,15229.29277,1490.678674,22,Normal
11.53729987,4.589206948,17.19214652,25630.54176,4590.868372,73,Severe_Impact
83.0031169,14.11261349,144.0528663,4029.215749,4689.990758,8,Normal
84.5673431,19.7599259,126.1032725,8971.215895,684.8375695,15,Normal
1.9049377,5.62767586,137.3144071,21332.7991,4590.828033,24,Normal
97.16676234,17.33100508,105.8170476,29133.21026,9741.693586,49,Severe_Impact
209.5049777,11.48394841,-53.62337859,4842.136613,5504.176189,57,Mild_Impact
243.6142864,2.407139117,-48.76635182,25969.55062,15186.06912,5,Severe_Impact
